Institute,Quota,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat_Type
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",5308,2329,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",435,417,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",950,950,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",1163,1091,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",2117,2117,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",717,557,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",1421,1421,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",377,376,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",1205,562,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",2749,2186,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",65,55,OPEN (PwD)
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",197,197,OPEN (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",238,162,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",369,369,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",17,17,EWS (PwD)
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",33P,33P,EWS (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",548,337,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",1141,982,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",47,47,OBC-NCL (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",326,103,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",676,676,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",135,85,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",182,182,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",1639,1321,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",5137,3412,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",144,144,OPEN (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",350,237,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",676,676,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",1087,781,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",1591,1180,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",59P,59P,OBC-NCL (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",536,297,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",1573,945,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",303,246,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",583,583,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Exploration Geophysics (4 Years, Bachelor of Science)",12385,9378,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Exploration Geophysics (4 Years, Bachelor of Science)",19695,19398,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Exploration Geophysics (4 Years, Bachelor of Science)",2133,2037,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Exploration Geophysics (4 Years, Bachelor of Science)",4222,4222,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Exploration Geophysics (4 Years, Bachelor of Science)",5394,4199,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Exploration Geophysics (4 Years, Bachelor of Science)",8756,8756,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Exploration Geophysics (4 Years, Bachelor of Science)",3258,2680,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Exploration Geophysics (4 Years, Bachelor of Science)",4236,4236,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Exploration Geophysics (4 Years, Bachelor of Science)",1458,1431,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Exploration Geophysics (4 Years, Bachelor of Science)",569P,569P,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",3918,2837,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",9158,7741,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",190,190,OPEN (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",633,585,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",1457,1457,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",1959,1637,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",4202,2340,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",1503,755,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",2564,2564,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",739,533,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",1222,1222,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",5435,4125,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",13375,9580,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",946,846,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",2389,2093,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",3820,3820,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",2028,1826,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",3047,3047,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",982,914,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Instrumentation Engineering (4 Years, Bachelor of Technology)",2335,2050,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Instrumentation Engineering (4 Years, Bachelor of Technology)",6095,5594,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Instrumentation Engineering (4 Years, Bachelor of Technology)",86P,86P,OPEN (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Instrumentation Engineering (4 Years, Bachelor of Technology)",524,401,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Instrumentation Engineering (4 Years, Bachelor of Technology)",1337,1337,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Instrumentation Engineering (4 Years, Bachelor of Technology)",1354,1013,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Instrumentation Engineering (4 Years, Bachelor of Technology)",2336,2270,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Instrumentation Engineering (4 Years, Bachelor of Technology)",938,691,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Instrumentation Engineering (4 Years, Bachelor of Technology)",1761,1761,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Instrumentation Engineering (4 Years, Bachelor of Technology)",535,498,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Instrumentation Engineering (4 Years, Bachelor of Technology)",1235,1235,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",6317,4784,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",12938,11898,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",1328,1288,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2023,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",2540,2540,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2023,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",3195,2653,OBC-NCL
